Unnamed: 0,ID del juego,Géneros,Categorías,Fecha de Lanzamiento,Fecha,Dias_Pasados,Multiplayer,Cantidad de descargas,Precio
3405,546080,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '8 Dec, 2016'}",2016-12-08 00:00:00,2673,0.0,0,699
3406,550040,,,,-1,2457,,Error,0
3407,589120,Adventure,"Single-player, Game demo, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","{'coming_soon': False, 'date': '25 Aug, 2017'}",2017-08-25 00:00:00,2413,0.0,5,0
3408,601840,Indie,"Single-player, Steam Workshop, Partial Controller Support, Steam Cloud, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '1 Jun, 2021'}",2021-06-01 00:00:00,1037,0.0,170,1999
3409,602520,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '25 May, 2017'}",2017-05-25 00:00:00,2505,0.0,18,999
3410,604450,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '10 Mar, 2017'}",2017-03-10 00:00:00,2581,0.0,0,199
3411,629000,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '2 Jun, 2017'}",2017-06-02 00:00:00,2497,0.0,1,399
3412,656350,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '6 Aug, 2020'}",2020-08-06 00:00:00,1336,0.0,86,1999
3413,665180,"Adventure, Indie, RPG","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '3 Aug, 2017'}",2017-08-03 00:00:00,2435,0.0,4,0
3414,680320,"Adventure, Indie, RPG","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '11 Aug, 2017'}",2017-08-11 00:00:00,2427,0.0,3,0
3415,554620,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '31 Aug, 2017'}",2017-08-31 00:00:00,2407,0.0,25,1699
3416,705120,"Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Stats, Family Sharing","{'coming_soon': False, 'date': '6 Nov, 2017'}",2017-11-06 00:00:00,2340,0.0,5,699
3417,711990,"Adventure, Indie, RPG","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '1 Nov, 2017'}",2017-11-01 00:00:00,2345,0.0,4,0
3418,712050,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '11 Oct, 2017'}",2017-10-11 00:00:00,2366,0.0,0,0
3419,712840,"Adventure, Indie, RPG","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '19 Oct, 2017'}",2017-10-19 00:00:00,2358,0.0,8,0
3420,720280,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '2 Nov, 2017'}",2017-11-02 00:00:00,2344,0.0,0,199
3421,724970,RPG,"Single-player, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '21 Dec, 2017'}",2017-12-21 00:00:00,2295,0.0,4,2999
3422,736190,"Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Cloud, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '28 Sep, 2018'}",2018-09-28 00:00:00,2014,0.0,194,999
3423,739000,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '15 Nov, 2017'}",2017-11-15 00:00:00,2331,0.0,0,0
3424,744190,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '11 Jan, 2018'}",2018-01-11 00:00:00,2274,0.0,52,399
3425,745890,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '23 Feb, 2018'}",2018-02-23 00:00:00,2231,0.0,1,399
3426,761620,"Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '4 Dec, 2018'}",2018-12-04 00:00:00,1947,0.0,21,1799
3427,770990,,,,-1,2457,,1,0
3428,788130,"Adventure, Indie, RPG","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '30 Mar, 2018'}",2018-03-30 00:00:00,2196,0.0,1,0
3429,788910,"Adventure, Indie, RPG","Single-player, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '14 Mar, 2018'}",2018-03-14 00:00:00,2212,0.0,0,0
3430,464920,"Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '15 Mar, 2018'}",2018-03-15 00:00:00,2211,0.0,435,2999
3431,850000,"Adventure, Indie, RPG","Single-player, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '15 May, 2018'}",2018-05-15 00:00:00,2150,0.0,14,1499
3432,904310,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Family Sharing","{'coming_soon': False, 'date': '18 Oct, 2018'}",2018-10-18 00:00:00,1994,0.0,0,2499
3433,905690,"Action, Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '15 Aug, 2018'}",2018-08-15 00:00:00,2058,0.0,0,1299
3434,933450,Indie,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '17 Oct, 2018'}",2018-10-17 00:00:00,1995,0.0,0,899
3435,942970,"Indie, RPG, Simulation","Single-player, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '28 Mar, 2019'}",2019-03-28 00:00:00,1833,0.0,169,279
3436,977500,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '28 Aug, 2019'}",2019-08-28 00:00:00,1680,0.0,0,1299
3437,998940,,,,-1,2457,,122,0
3438,1045720,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '28 Jan, 2020'}",2020-01-28 00:00:00,1527,0.0,5,1499
3439,1046030,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '4 Apr, 2019'}",2019-04-04 00:00:00,1826,0.0,45,199
3440,791470,Indie,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on TV, Remote Play Together","{'coming_soon': False, 'date': '13 Feb, 2018'}",2018-02-13 00:00:00,2241,1.0,18,0
3441,1145960,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '9 Jan, 2020'}",2020-01-09 00:00:00,1546,0.0,15,399
3442,1147550,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '25 Jan, 2022'}",2022-01-25 00:00:00,799,0.0,23,2499
3443,1225560,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards","{'coming_soon': False, 'date': '4 Jun, 2020'}",2020-06-04 00:00:00,1399,0.0,18,1999
3444,1225570,"Action, Adventure","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together","{'coming_soon': False, 'date': '4 Jun, 2020'}",2020-06-04 00:00:00,1399,1.0,87,1999
3445,1240210,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '6 Aug, 2020'}",2020-08-06 00:00:00,1336,0.0,37,1299
3446,1291010,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '21 Apr, 2022'}",2022-04-21 00:00:00,713,0.0,35,1699
3447,1368430,,,,-1,2457,,0,0
3448,788100,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '14 Jul, 2020'}",2020-07-14 00:00:00,1359,0.0,320,1999
3449,1540150,"Action, Indie","Single-player, Family Sharing","{'coming_soon': False, 'date': '24 Feb, 2021'}",2021-02-24 00:00:00,1134,0.0,19,99
3450,1570070,"Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '3 Mar, 2022'}",2022-03-03 00:00:00,762,0.0,6,1799
3451,2322560,"Adventure, Indie, RPG, Simulation, Strategy","Single-player, Multi-player, Steam Achievements, Steam Cloud","{'coming_soon': False, 'date': '17 Oct, 2023'}",2023-10-17 00:00:00,169,1.0,495,999
3452,381990,"Action, Adventure, Casual, Free to Play, Massively Multiplayer, Racing, RPG","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support","{'coming_soon': False, 'date': '22 Dec, 2015'}",2015-12-22 00:00:00,3025,1.0,14,0
3453,225600,"Action, Indie","Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Partial Controller Support, Steam Cloud, Stats, Includes level editor, Includes Source SDK, Remote Play Together","{'coming_soon': False, 'date': '7 May, 2014'}",2014-05-07 00:00:00,3619,1.0,1,0
3454,1278060,"Adventure, Casual, Racing, Simulation, Sports, Free to Play","Single-player, Multi-player, Co-op, LAN Co-op, Steam Achievements, Partial Controller Support","{'coming_soon': False, 'date': '31 May, 2021'}",2021-05-31 00:00:00,1038,1.0,39,0
3455,1881200,"Indie, Racing, Simulation, Sports, Early Access","Single-player, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '30 Jun, 2022'}",2022-06-30 00:00:00,643,0.0,42,1699
3456,1986760,"Action, Free to Play, Indie, Simulation, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Remote Play Together","{'coming_soon': False, 'date': '2 Aug, 2022'}",2022-08-02 00:00:00,610,1.0,9,
3457,2022330,"Action, Casual, Free to Play","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements","{'coming_soon': False, 'date': '1 Sep, 2023'}",2023-09-01 00:00:00,215,1.0,22,
3458,1575870,"Action, Casual","Multi-player, PvP, Online PvP, LAN PvP, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards","{'coming_soon': False, 'date': '13 Aug, 2021'}",2021-08-13 00:00:00,964,1.0,38,0
3459,2173600,"Indie, Simulation, Free to Play","Single-player, Partial Controller Support","{'coming_soon': False, 'date': '13 Mar, 2023'}",2023-03-13 00:00:00,387,0.0,9,
3460,2304990,Simulation,Single-player,"{'coming_soon': False, 'date': '24 Apr, 2023'}",2023-04-24 00:00:00,345,0.0,19,
3461,660160,"Simulation, Strategy","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '12 Oct, 2017'}",2017-10-12 00:00:00,2365,1.0,17,2999
3462,915130,"Adventure, Casual, Indie, RPG","Single-player, Family Sharing","{'coming_soon': False, 'date': '15 Aug, 2019'}",2019-08-15 00:00:00,1693,0.0,0,990
3463,1079160,"Action, Indie","Single-player, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '9 Sep, 2019'}",2019-09-09 00:00:00,1668,0.0,1,1499
3464,224540,"Action, Indie","Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Includes level editor, Family Sharing","{'coming_soon': False, 'date': ''}",-1,2457,1.0,0,0
3465,501300,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '24 Apr, 2017'}",2017-04-24 00:00:00,2536,0.0,115,499
3466,681280,"Action, Racing, Sports","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '7 May, 2019'}",2019-05-07 00:00:00,1793,1.0,79,2499
3467,240720,Action,"Single-player, Partial Controller Support, Commentary available, Remote Play on Phone, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '6 Dec, 2017'}",2017-12-06 00:00:00,2310,0.0,326,799
3468,757240,"Action, Free to Play, Indie, Early Access","Single-player, Steam Workshop, Stats, Steam Leaderboards","{'coming_soon': False, 'date': '28 Jan, 2018'}",2018-01-28 00:00:00,2257,0.0,7,0
3469,905340,"Adventure, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '29 Aug, 2019'}",2019-08-29 00:00:00,1679,1.0,13,999
3470,470740,Simulation,"Single-player, Family Sharing","{'coming_soon': False, 'date': '18 Oct, 2016'}",2016-10-18 00:00:00,2724,0.0,0,1999
