ID del juego,Géneros,Categorías,Multiplayer
467960,"Adventure, Casual, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
470590,"Casual, Indie, Racing, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing",0.0
473460,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.0
485040,"Adventure, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
486690,"Adventure, Indie, RPG, Strategy, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",0.0
489460,"Action, Adventure, Indie, Simulation, Strategy, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",0.0
491060,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Includes level editor, Remote Play on TV, Family Sharing",0.0
491420,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
496810,Action,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",1.0
500440,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
352550,"Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
504390,Indie,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
514310,Casual,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing",0.0
542240,"Nudity, Violent, Action, Indie, Early Access","Single-player, Multi-player, Shared/Split Screen, Partial Controller Support, Remote Play Together, Family Sharing",1.0
542930,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
549100,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
337340,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
551730,Action,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",1.0
552410,"Action, Adventure, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Family Sharing",0.0
552620,RPG,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on TV, Family Sharing",0.0
555260,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
555280,"Action, Casual, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",1.0
559610,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
570770,RPG,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
571530,"Action, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
576770,"Adventure, Casual, Indie, RPG, Strategy, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",0.0
577000,"Action, Indie, RPG, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Remote Play Together, Family Sharing",1.0
597120,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
602930,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
610310,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
618610,,"Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing",0.0
619340,"Adventure, Casual, Indie, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Partial Controller Support, Steam Cloud, Commentary available, Family Sharing",0.0
512020,"Action, Adventure, Casual, Indie, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Remote Play Together, Family Sharing",1.0
549240,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
234270,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0.0
629540,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards",1.0
639450,"Action, Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play Together, Family Sharing",1.0
392110,Strategy,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet, Family Sharing",1.0
644200,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
649580,"Sexual Content, Nudity, Adventure, Simulation","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
650760,"Adventure, RPG, Strategy","Single-player, Steam Cloud, Commentary available, Family Sharing",0.0
656200,"Indie, Simulation, Sports, Strategy, Early Access","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",0.0
676090,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
684300,"Action, Casual, Indie","Multi-player, PvP, Online PvP, Partial Controller Support, Family Sharing",1.0
689070,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.0
716340,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
741260,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.0
587620,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
787480,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",0.0
793460,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Captions available, Steam Cloud, Family Sharing",0.0
825630,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",0.0
560130,RPG,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet, Family Sharing",0.0
836640,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.0
849740,"Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Family Sharing",0.0
882790,RPG,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
899970,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
907270,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.0
912370,"Casual, Indie, Sports","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Stats, Family Sharing",1.0
640820,"Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing",0.0
933300,RPG,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.0
392160,"Action, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",0.0
952860,"Adventure, RPG, Strategy","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",0.0
994730,"Indie, RPG, Strategy","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",0.0
1000080,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",1.0
1089630,"Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
1108320,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.0
1128920,"Action, Adventure, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1182620,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.0
1189490,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Workshop, Steam Workshop, Steam Cloud, Family Sharing",0.0
1189630,"Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.0
1305300,"Action, Adventure, Indie","Single-player, Family Sharing",0.0
1235140,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Family Sharing",0.0
1342330,"Casual, Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Steam Achievements, Steam Cloud, Family Sharing",1.0
1348180,RPG,"Single-player, Steam Cloud, Family Sharing",0.0
1424720,"Adventure, Indie","Single-player, Family Sharing",0.0
1559390,RPG,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.0
1582890,"Casual, Indie","Single-player, Steam Achievements",0.0
1585570,"Casual, Indie, RPG, Simulation","Single-player, Steam Cloud, Family Sharing",0.0
1831250,,,
1846330,Adventure,"Single-player, Steam Cloud, Family Sharing",0.0
1948980,"Adventure, Indie, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Family Sharing",0.0
1973710,"Adventure, RPG, Free to Play","Single-player, Steam Achievements, In-App Purchases, Partial Controller Support",0.0
2055050,"Indie, RPG, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing",1.0
529340,"Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",1.0
2157680,"Adventure, Indie","Single-player, Family Sharing",0.0
2173800,"Casual, Indie, Simulation","Single-player, Steam Achievements, Family Sharing",0.0
2192620,Adventure,"Single-player, Full controller support, Family Sharing",0.0
2261240,Adventure,"Single-player, Steam Cloud, Family Sharing",0.0
2311260,,"Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",0.0
2340650,"Adventure, RPG, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.0
2474940,"Adventure, Simulation","Single-player, Steam Cloud, Family Sharing",0.0
2510890,"Adventure, Indie","Single-player, Family Sharing",0.0
32450,Adventure,"Single-player, Multi-player, Shared/Split Screen, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",1.0
1659420,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",0.0
427920,,,
663090,"Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, Steam Trading Cards, In-App Purchases",1.0
678800,"Action, Free to Play, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases, Steam Leaderboards",1.0
2107670,"Action, Free to Play, Early Access","Multi-player, PvP, Online PvP, In-App Purchases, Partial Controller Support",1.0
2353760,"Action, Adventure, Casual, Indie, Simulation, Strategy, Free to Play","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Remote Play Together",1.0
246840,"Action, Adventure, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.0
248330,"Action, Indie, Racing","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing",1.0
303720,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",1.0
310700,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
251530,"Action, Strategy","Single-player, Family Sharing",0.0
294750,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.0
298180,"Action, Adventure, Indie, RPG","Single-player, Family Sharing",0.0
457520,"Action, Casual, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",1.0
